title,author,date,publication_type,rejection_reason
ABSOLUTE MAYHEM: SECRET CONFESSIONS OF A PORN STAR,Monica Mayhem and Gerri Lim,,,"Title 15, Section 3006(c)(17) – frontal nudity"
AC/DC MAXIMUM ROCK & ROLL,Murry Engleheart and Arnaud Durieux,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ACCARDO, THE GENUINE GODFATHE (1996)",William F. Roemer Jr.,,,"Title 15, Section 3006(c)(19) – STG members or associates"
ACCIDENTAL HOTWIFE (2019),Dean Fox,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ACME PUBLICATIONS BROCHURE,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ACROBATIC SEX POSITIONS,Emily Dubberley,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ACTION BOOK ABOUT SEX,Amy Rose Spiegel,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ADBUSTER MAGAZINE, NOVEMBER- DECEMBER 2017, VOLUME NUMBER 25 #6, ISSUE NUMBER 134",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ADBUSTERS MAGAZINE, MAY/JUNE 2014, ISSUE #113",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ADBUSTERS MAGAZINE, MAY/JUNE 2014, ISSUE #113",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ADDICTED,Zane,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ADRENALINE (2014),Jeff Abbott,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
ADULT EROTICA SHORT STORIES COLLECTION (2003),R. Woods,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ADVANCED DRAWING SKILLS, A COURSE IN ARTISTIC EXCELLENCE",Barrington Barber,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ADVANCED PERSISTENT HACKING,Tyler Wrightson,,,"Title 15, Section 3006(c)(9) – illustrations, explanations, and/or descriptions of how to sabotage or disrupt computers, communications, or electronics"
"ADVANCED PERSISTENT THREAT HACKING, THE ART AND SCIENCE OF HACKING ANY ORGANIZATION",Tyler Wringhtson,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AFAR MAGAZINE, MAY- JUNE 2018",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AFFLICTION (2014),Laurell K. Hamilton,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AFRO SAMURAI VOLUME 1 (2008),Takashi Okazaki,,periodical,"Title 15, Section 3006(c)(1) – violence or physical harm"
AFRO SAMURAI VOLUME 2 (2008),Takashi Okazaki,,periodical,"Title 15, Section 3006(c)(1) – violence or physical harm"
"AFTER DARK, A PARANORMAL EROTIC NOVELLA (2023)",Sahara Silver,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AFTER EVER HAPPY, THE AFTER SERIES (2015)",Anna Todd,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AFTER HOURS, A COLLECTION OF EROTIC WRITING",Robert Fleming,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AFTER THE FALL,Laurent Queyssi,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"AFTER WE COLLIDED, THE AFTER SERIES (2014)",Anna Todd,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AFTER WE FELL (2014),Anna Todd,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AFTER WE FELL, THE AFTER SERIES (2015)",Anna Todd,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AFTER, THE AFTER SERIES (2014)",Anna Todd,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AFTERBURN,Zane,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AGENTS OF REPRESSION,Ward Churchill and Jim Vander Wall,,,"Title 15, Section 3006(c)(19) – STG members or associates"
AGGRESSIVE DEFENSE,David Christian,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
AIKIDO AND THE DYNAMIC SPHERE (2001),A. Westbrook and O. Ratti,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
AIKIDO BASICS (2003),Phong Thong Dang,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
"AIRBRUSH ACTION MAGAZINE, MARCH- APRIL 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
AIRTIGHT WILLIE & ME,Iceberg Slim,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AKAME GA KILL ZERO 6,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
AKAME GA KILL! ZERO 5,Takahiro and Kei Toru,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ALBANIAN MAFIA WARS: THE RISE OF EUROPE’S DEADLIEST NARCOS,John Lucas,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
"ALEX CROSS, RUN (2013)",James Patterson,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
ALGIERS TOMORROW,P.N. Dedeaux,,,"Title 15, Section 3006(c)(15)(C)(3) – contains or concerns of nudity of a minor, or person who appears to be under 18 years old."
"ALL ABOUT HISTORY MAGAZINE, ISSUE #25",N/A,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ALL IN (2023),Jennifer Lynn Barnes,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
ALL MAN MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
ALL OF ME ILLUSTRATED,Ray Bradbury,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ALL THE SINNERS BLEED (2024),S.A. Crosby,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"ALL YOU CAN EAT, PART 1 (2022)",Wicked Writer,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ALONG CAME A SPIDER (2025),James Patterson,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
ALONG THE PATH OF TORMENT (2020),Chandler Morrison,,,"Title 15, Section 3006(c)(15)(C)(3) – contains or concerns of nudity of a minor, or person who appears to be under 18 years old."
"ALPHA GUARD, THE TRUE STORY OF CALIFORNIA’S FIRST PRISON GAND INVESTIGATOR",Williams Hankins,,,"Title 15, Section 3006(c)(19) – STG members or associates"
ALSBP3-ALS BODY PAINT 3,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ALVARADO’S PIN-UP NUDES,Robert Alvarado,,,"Title 15, Section 3006(c)(17) – frontal nudity"
AMATEUR X MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
AMERICA SWINGS,Naomi Harris,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"AMERICAN ART COLLECTOR MAGAZINE, APRIL 2017 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AMERICAN ART COLLECTOR MAGAZINE, DECEMBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"AMERICAN ART COLLECTOR MAGAZINE, MARCH 2017 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AMERICAN ART COLLECTOR MAGAZINE, MAY 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"AMERICAN ART COLLECTOR MAGAZINE, OCTOBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AMERICAN ART COLLECTOR, MAY 2017 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AMERICAN ART COLLECTOR, NOVEMBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
AMERICAN COMBAT JUDO,B. J. Cosneck,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN CURVES MAGAZINE, JULY 2010 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AMERICAN CURVES MAGAZINE, MARCH 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AMERICAN FRONTIERSMAN- MARCH 20,,,,"Title 15, Section 3006(c)(5) – plans to disrupt the order, or breach the security, of any facility"
AMERICAN GANGBANG,Sam Benjamin,,,"Title 15, Section 3006(c)(15)(C)(3) – contains or concerns of nudity of a minor, or person who appears to be under 18 years old."
AMERICAN GODS,Neil Gaiman,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"AMERICAN HANDGUNNER MAGAZINE, JAN.-FEB. 2023",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN HANDGUNNER MAGAZINE, NOV.-DEC. 2022",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN HANDGUNNER, JULY- AUGUST 2022",,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN HANDGUNNER, MARCH APRIL 2022",,,,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"AMERICAN HANDGUNNER, SPET- OCT. 2022",,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
AMERICAN HARDCORE,Steven Blush,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"AMERICAN HARDCOREA TRIBAL HISTORY, SECOND EDITION",Steven Blush,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AMERICAN OUTLAWS TRUE STORIES OF THE MOST WANTED (2023),Robert Stahl,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
AMERICAN PSYCHO (1991),Bret Easton Ellis,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"AMERICAN RIFLEMAN MAGAZINE, APRIL 2018 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SERIAL KILLERS, THE DEADLIEST YEARS 1950-2000 (2021)",Peter Vronsky,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
AMERICAN SURVIVAL GUIDE FEBRUARY 2019,,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE MAGAZINE, APRIL 2017 ISSUE NUMBER 4",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE MAGAZINE, AUGUST 2018, VOLUME 7, ISSUE NOVEMBER 8",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE MAGAZINE, FEBRUARY 2018, VOLUME 7, ISSUE 2",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE MAGAZINE, MARCH 2018, VOLUME 7, ISSUE NUMBER 3",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE MAGAZINE, NOVEMBER 2015, VOLUME 4, ISSUE #4",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE MAGAZINE, NOVEMBER 2015, VOLUME 4, ISSUE #4",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE, JUNE 2018",,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE, MARCH 2021, VOLUME 10, ISSUE 3",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"AMERICAN SURVIVAL GUIDE, SPRING- SUMMER 2021",,,,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
AMERICAN VERNACULAR,Frank Maresca,,,"Title 15, Section 3006(c)(17) – frontal nudity"
AMIGOS DE LOS MUERTOS,Last Gasp Books,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"AN ANTHOLOGY OF GRAPHIC FICTION, CARTOONS, AND TRUE STORIES MAGAZINE: VOLUME 2",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
AN ILLUSTRATED ENCYCLOPEDIA OF TRADITIONAL SYMBOLS (1987),J. C. Cooper,,,"Title 15, Section 3006(c)(15)(C)(3) – contains or concerns of nudity of a minor, or person who appears to be under 18 years old."
AN INTRODUCTION TO CLASSICAL NAHUATL,Michel Launey,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
ANAL ACTION MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
ANASTASIA KNIGHT #1,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ANATOMICAL ANOMALIES,Isabella Alston/Kathryn Dixon,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ANATOMY FOR 3D ARTISTS, THE ESSENTIAL GUIDE FOR CG PROFESSIONALS (2015)",Chris Legaspi,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
ANATOMY FOR THE ARTIST,Sarah Simblet,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ANATOMY IN MOTION, AN ARTIST’S GUIDE TO CAPTURING DYNAMIC MOVEMENT (2024)",Charlie Pickard,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
ANATOMY OF EXERCISE,Pat Manocchia,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
AND NIGHTMARES (2021),Al-Saadiq Banks,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
ANDROID PHONES & TABLETS FOR DUMMIES,Dan Gookin,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
ANDY WARHOL POLAROIDS 1958-1987,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ANGEL LUST, VOLUME 2 GALLERY OF GIRLS COLLECTION",Arantza Diego Candia,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"ANGEL SONG, A GLORIOUS COLLECTION OF HEAVENLY BODIES",Sal Quartuccio/Bob Keenan,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ANGELS & CHERUBS (2022),Kale James,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
ANIMAL,K’wan,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
ANIMAL,K’wan,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
"ANIMAL 2, THE OMEN (2014)",K’wan Foye,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ANIMAL 3, REVELATIONS",K’Wan,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
ANIMAL 4.5,K’Wan,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
"ANIMAL 5, EXECUTIONER’S SONG (2023)",K’Wan,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ANIMAL II, THE OMEN",K’Wan,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
"ANIMAL, THE BEGINNING",K’Wan,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
ANNOTATED TEARS VOLUME 2 (2020),Talib Williams,,periodical,"Title 15, Section 3006(c)(19) – STG members or associates"
"ANNUAL REVIEW OF SEX RESEARCH, VOLUME XVII, 2006",David L. Rowland,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ANYONE CAN DRAW,Barrington Barber,,,"Title 15, Section 3006(c)(17) – frontal nudity"
AOI INK NYMPHS LOS ANGELES,Tim Stephens,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"APERTURE MAGAZINE, SUMMER 2006, ISSUE #183",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"APERTURE, NATIVE AMERICAN, 240 FALL 2020",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
APERTURE: NUMBER EIGHTY-TWO,Valerie Moolman,,,"Title 15, Section 3006(c)(17) – frontal nudity"
APES AND BABES: BOOK ONE,Frank Cho,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ARCHITECTURAL DIGEST MAGAZINE, DECEMBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ARCHITECTURAL DIGEST MAGAZINE, JANUARY 2017 ISSE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"ARCHITECTURAL DIGEST MAGAZINE, JANUARY 2017 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ARCHITECTURAL DIGEST MAGAZINE, SEPTEMBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"ARRL’S PORTABLE ANTENNA CLASSICS, THIRTY ANTENNAS TO GET YOU ON THE AIR FROM ANYWHERE",AMER RADIO RELAY LEAGUE,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ARROWS AND APOLOGIES (2025),Sav R. Miller,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ARROYO MAGAZINE, OCTOBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"ART & ANTIQUES MAGAZINE, APRIL 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ART & ANTIQUES MAGAZINE, MARCH 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
